Year,Region,Ranger_unit,Ranger_unit2,FIRE_NAME,Start,Contained,DPA,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,County,County2,County3,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities
2002,Sierra,Tulare,NA,BOREL,NA,NA,USFS,NA,3430,N/A,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Sierra,Tulare,NA,MCNALLY,NA,NA,USFS,NA,150696,N/A,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Humboldt-Del Norte,NA,CANOE,0009-03-20,NA,CDF,11036,NA,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Humboldt-Del Norte,NA,LIGHTNING HONEYDEW,0009-03-20,0009-03-20,CDF,13846,NA,W,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Santa Clara,NA,DEL PUERTO CANYON,NA,NA,CDF,597,NA,B,Debris Burning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Santa Clara,NA,BIRD,0006-01-20,0006-01-20,CDF,6804,NA,GB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Santa Clara,NA,DEL PUERTO,NA,NA,CDF,5170,NA,GB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Santa Clara,NA,HOOVER,0008-04-20,0008-04-20,CDF,2000,NA,W,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Santa Clara,NA,SANTA CLARA COMPLEX,NA,0009-02-20,CDF,30170,NA,GWB,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Sonoma-Lake-Napa,NA,FOURTY,0007-01-20,0007-01-20,CDF,300,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Sonoma-Lake-Napa,NA,40,0009-03-20,0009-03-20,CDF,1400,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Coast,Sonoma-Lake-Napa,NA,MNF 964 ASSIST,0009-03-20,0009-10-20,OTHER,NA,3500,W,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Cascade,Butte,NA,HWY 70,NA,NA,LOC,NA,368,G,Vehicle,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Cascade,Lassen-Modoc,NA,A3,0007-02-20,0007-02-20,CDF,1100,NA,G,Equipment use,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Cascade,Shasta-Trinity,NA,WHITMORE,NA,NA,OTHER,NA,1200,T,Campfire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,Riverside,NA,LOCAL,NA,NA,LOC,NA,12000,A,Debris Burning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,Riverside,NA,STAGE,0007-04-20,0007-04-20,CDF,1700,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,Riverside,NA,LOCAL,NA,NA,LOC,NA,2020,G,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,Riverside,NA,CANYON,NA,NA,OTHER,NA,4336,B,Arson,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,Riverside,NA,LOCUST,NA,NA,CDF,1898,NA,G,Equipment use,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
2003,South,Riverside,NA,PASS,NA,NA,CDF,2189,208,B,Arson,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
2003,South,Riverside,NA,MOUNTAIN,NA,NA,CDF,10000,NA,GB,Equipment use,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,San Bernardino,NA,GRAND PRIX,NA,NA,OTHER,NA,12289,B,Equipment use,136,NA,NA,NA,NA,NA,NA,NA,71,NA,NA
2003,South,San Diego,NA,COYOTE,NA,NA,CDF,18705,NA,GTWB,Lightning,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,San Diego,NA,CEDAR,NA,0011-04-20,CDF,143734,NA,GTWAB,Misc,4847,NA,NA,NA,NA,NA,NA,NA,NA,1,13
2003,South,San Diego,NA,MINE,NA,NA,CDF,46000,NA,B,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,San Diego,NA,PARADISE,NA,0011-06-20,BIA,NA,56700,B,Equipment use,223,NA,NA,NA,NA,NA,NA,NA,10,NA,2
2003,South,San Luis Obispo,NA,PARKHILL,NA,NA,CDF,1200,NA,GAB,Vehicle,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,South,San Luis Obispo,NA,CHIMNEY INCIDENT,0008-10-20,0008-11-20,OTHER,NA,1500,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Sierra,Fresno-Kings,NA,F.K.U. 7076,NA,NA,LOC,NA,15000,A,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Sierra,Madera-Mariposa,NA,152,NA,NA,CDF,1558,NA,G,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Sierra,Madera-Mariposa,NA,HUNTER #9,0007-03-20,0007-04-20,CDF,641,NA,GB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Coast,Mendocino,NA,CREEK,0008-08-20,0008-11-20,CDF,328,NA,GTB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Coast,Santa Clara,NA,KINCAID,0008-08-20,0008-10-20,CDF,1246,NA,W,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Coast,Sonoma-Lake-Napa,NA,GEYSERS,0009-03-20,0009-08-20,CDF,12525,NA,TWB,Equipment use,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Coast,Sonoma-Lake-Napa,NA,RUMSEY,0010-10-20,NA,CDF,39138,NA,B,Undetermined,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2004,Cascade,Butte,NA,OREGON,0008-11-20,NA,OTHER,NA,2030,GWB,Equipment use,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Cascade,Lassen-Modoc,NA,STRAYLOR,NA,NA,CDF,3422,NA,T,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Cascade,Lassen-Modoc,NA,NOD BBT4,NA,NA,OTHER,NA,500,B,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Cascade,Nevada-Yuba-Placer,NA,STEVENS,0008-08-20,0008-12-20,CDF,934,NA,B,Equipment use,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Cascade,Shasta-Trinity,NA,BEAR,0008-11-20,NA,CDF,10848,NA,TW,Equipment use,86,NA,NA,NA,NA,NA,NA,NA,28,NA,NA
2004,Cascade,Shasta-Trinity,NA,FRENCH,NA,NA,CDF,13005,NA,TB,Undetermined,30,NA,NA,NA,NA,NA,NA,NA,15,NA,NA
2004,Cascade,Siskiyou,NA,IRONGATE,NA,NA,CDF,2400,NA,W,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,Riverside,NA,PLEASURE FIRE,NA,NA,OTHER,NA,2464,B,Vehicle,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,Riverside,NA,EAGLE,0005-02-20,0005-07-20,CDF,8831,NA,B,Equipment use,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,Riverside,NA,GAFFORD,0005-02-20,0005-03-20,CDF,450,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,Riverside,NA,CERRITO FIRE 681,0005-03-20,0005-07-20,CDF,16460,NA,B,Equipment use,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,Riverside,NA,COTTONWOOD,0005-12-20,NA,BLM,NA,1845,GTB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,Riverside,NA,VERBENIA,0007-11-20,NA,CDF,3833,NA,GTB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,Riverside,NA,LAKEVIEW,NA,NA,CDF,350,NA,B,Misc,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,Riverside,NA,MELTON,NA,NA,OTHER,NA,3667,B,Misc,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,San Diego,NA,WARNER,0007-01-20,0007-01-20,CDF,600,NA,B,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,San Diego,NA,MATAGUAY,NA,NA,CDF,8649,NA,GB,Arson,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,South,San Diego,NA,BORDER #16,NA,NA,CDF,965,NA,B,Undetermined,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Sierra,Fresno-Kings,NA,FKU 7654,NA,NA,LOC,NA,5000,A,Debris Burning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Sierra,Fresno-Kings,NA,GATOS,0007-11-20,NA,CDF,1307,NA,GB,Equipment use,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2004,Sierra,Madera-Mariposa,NA,BEAR,0009-02-20,0009-04-20,CDF,400,NA,B,Undetermined,5,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
2004,Sierra,Madera-Mariposa,NA,OLD HIGHWAY,0009-12-20,NA,CDF,1347,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Sierra,Tuolumne-Calaveras,NA,ARMSTRONG #2,0008-06-20,NA,CDF,879,NA,B,Arson,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Sierra,Tuolumne-Calaveras,NA,HWY 4 #2,0008-06-20,0008-09-20,CDF,3443,NA,GWB,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Sierra,Tuolumne-Calaveras,NA,HUNT,0008-10-20,0008-12-20,CDF,600,NA,B,Equipment use,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Sierra,Tuolumne-Calaveras,NA,PATTISON,0009-03-20,0009-05-20,CDF,2476,NA,GB,Vehicle,62,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
2005,Coast,Santa Clara,NA,TESLA,NA,NA,CDF,6744,NA,G,Arson,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2005,Coast,Sonoma-Lake-Napa,NA,CLOVER,NA,NA,CDF,751,NA,WB,Undetermined,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Coast,Sonoma-Lake-Napa,NA,RUMSEY SERIES #3,0010-11-20,0010-12-20,CDF,451,NA,GB,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Cascade,Tehama-Glenn,NA,36-2,0008-10-20,0008-11-20,CDF,2700,NA,W,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Cascade,Tehama-Glenn,NA,MANTON,NA,NA,CDF,1830,NA,B,Vehicle,29,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2005,South,Riverside,NA,SOBOBA,NA,NA,CDF,2000,NA,GB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,South,Riverside,NA,STATE FIRE,NA,NA,CDF,1100,NA,B,Misc,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,South,Riverside,NA,WOODHOUSE,0010-05-20,0010-07-20,CDF,6500,NA,B,Railroad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,South,San Bernardino,NA,PARADISE,NA,NA,CDF,3082,NA,B,Undetermined,6,NA,NA,NA,NA,NA,NA,NA,8,NA,NA
2005,South,San Bernardino,NA,PIONEER,NA,NA,OTHER,NA,1876,GB,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,South,San Diego,NA,BORDER #50,0010-05-20,0010-08-20,CDF,4103,NA,TB,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,South,San Diego,NA,VOLCAN,0009-06-20,0009-11-20,CDF,685,NA,T,Vehicle,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Sierra,Fresno-Kings,NA,FIVE,0006-04-20,0006-05-20,CDF,5514,NA,G,Vehicle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Sierra,Madera-Mariposa,NA,COWPIE,0008-01-20,0008-01-20,CDF,3200,NA,G,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Sierra,Madera-Mariposa,NA,QUARTZ,NA,NA,CDF,550,NA,B,Equipment use,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Sierra,San Benito-Monterey,NA,CABEU003316,0009-04-20,0009-05-20,OTHER,NA,1393,GB,Vehicle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Sierra,Tulare,NA,MILLWOOD,0007-07-20,0007-07-20,CDF,2600,NA,W,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Sierra,Tulare,NA,PINE,NA,NA,CDF,1600,NA,W,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,NA,NA,NA,TOPANGA,NA,NA,CDF,24175,NA,N/A,Unidentified,13,NA,NA,Los Angeles/Ventura,NA,NA,NA,NA,NA,NA,NA
2006,Coast,Mendocino,NA,NOBLE,NA,NA,BLM,0,1014,T,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Coast,Santa Clara,NA,CANYON,0007-09-20,NA,CDF,34000,0,GWB,Equipment use,11,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2006,Coast,Santa Clara,NA,DEL PUERTO,NA,0007-03-20,CDF,2593,0,GWB,Debris Burning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Coast,Santa Clara,NA,MIDWAY,0007-11-20,0001-01-20,CDF,6400,0,A,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
2006,Coast,Sonoma-Lake-Napa,NA,29,NA,NA,CDF,550,0,TWB,Vehicle,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Coast,Sonoma-Lake-Napa,NA,NAPA,NA,NA,CDF,387,0,GTWB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Cascade,Lassen-Modoc,NA,CHENEY,NA,NA,CDF,565,35,GTWAB,Equipment use,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Cascade,Lassen-Modoc,NA,CREEK,NA,NA,CDF,1234,0,T,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Cascade,Lassen-Modoc,NA,LIGHTNING #53,NA,NA,CDF,450,0,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Cascade,Lassen-Modoc,NA,LIGHTNING #11,NA,NA,CDF,21,626,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Cascade,Lassen-Modoc,NA,LIGHTNING #17,NA,NA,CDF,10,490,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Cascade,Lassen-Modoc,NA,LIGHTNING #26,NA,0007-01-20,USFS,0,300,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Cascade,Nevada-Yuba-Placer,NA,MARYSVILLE,NA,NA,CDF,388,0,TB,Equipment use,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Cascade,Shasta-Trinity,NA,JUNCTION,NA,NA,CDF,3126,0,W,Misc,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Cascade,Siskiyou,NA,HOTLUM,NA,NA,CDF,1521,0,B,Misc,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Cascade,Siskiyou,NA,KNF ASSIST #11 (UNCLES COMPLEX),NA,NA,OTHER,0,9785,T,Lightning,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Cascade,Siskiyou,NA,KNF ASSIST #12 (HAPPY CAMP),NA,NA,OTHER,0,3318,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2006,South,Riverside,NA,CORT,0006-03-20,0006-04-20,OTHER,0,362,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,South,Riverside,NA,COYOTE FIRE,NA,NA,CDF,467,0,B,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,South,Riverside,NA,ESPERANZA-STATE,NA,NA,CDF,40200,0,GWB,Arson,54,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
2006,South,Riverside,NA,ORCHARD,NA,NA,CDF,1580,0,G,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,South,Riverside,NA,RANCH,NA,NA,CDF,1200,0,GB,Misc,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
2006,South,Riverside,NA,SUNRISE,NA,NA,CDF,497,0,B,Vehicle,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
2006,South,San Bernardino,NA,ABERDEEN,0006-07-20,0006-07-20,OTHER,0,357,B,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,South,San Bernardino,NA,GOODALE,NA,NA,OTHER,0,3750,B,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,South,San Bernardino,NA,SAWTOOTH,0007-09-20,NA,OTHER,0,62000,G,Other,273,NA,NA,NA,NA,NA,NA,NA,14,NA,1
2006,South,San Bernardino,NA,WHISPERING PINES,NA,NA,OTHER,0,993,B,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,South,San Diego,NA,BORDER FIRE #16,NA,NA,CDF,315,0,B,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,South,Ventura,NA,SHEKELL,0012-03-20,0012-05-20,CDF,13600,0,G,Undetermined,7,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
2006,South,Kern,NA,WESTSIDE,0012-07-20,0012-09-20,CDF,4025,0,G,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Sierra,Fresno-Kings,NA,ALMAZAN,NA,NA,CDF,1964,0,G,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Sierra,Fresno-Kings,NA,BLM - 2,NA,NA,OTHER,0,8400,G,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Sierra,Fresno-Kings,NA,PHELPS,NA,NA,LOCAL,0,1600,G,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Sierra,Madera-Mariposa,NA,OLIVE,NA,NA,LOCAL,0,25000,A,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Sierra,San Benito-Monterey,NA,RICCO CABEU002665,NA,NA,CDF,14506,1700,WB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Sierra,Tulare,NA,ALPAUGH,NA,NA,LOCAL,0,0,G,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Sierra,Tulare,NA,KERN 19 COTTONWOOD,0008-06-20,0008-06-20,OTHER,0,2500,G,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2006,Sierra,Tuolumne-Calaveras,NA,PEDRO,0007-03-20,0007-05-20,CDF,2000,0,GB,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,San Luis Obispo,NA,NA,DIABLO /T7 T8/COM4 T1,NA,NA,NA,332,0,T,Misc,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,Fresno-Kings,NA,NA,LITTLE 5,NA,NA,NA,300,0,NA,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,Riverside,NA,NA,RIVER DAY ASSTMT RVCTAC1,NA,NA,NA,0,448,B,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,Riverside,NA,NA,DAWSON-RRU2TAC22,0005-08-20,0005-09-20,NA,990,0,GB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,Shasta-Trinity,NA,NA,BROKEOFF,NA,NA,NA,100,0,T,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,Butte,NA,NA,HONEY IC TAC 9,NA,NA,NA,726,0,T,Misc,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,Tulare,NA,NA,F#88 SHANNON INC,0006-03-20,0006-04-20,NA,2140,0,GB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,San Diego,NA,NA,INKOPAH,0006-05-20,0006-06-20,NA,1500,0,B,Unidentified,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,Lassen-Modoc,NA,NA,PINE,NA,NA,NA,314,0,BG,Debris Burning,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,San Bernardino,NA,NA,MERIDIAN AV LUCERNE_VALL,0007-05-20,0007-06-20,NA,467,0,B,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,Shasta-Trinity,NA,NA,POWER,0007-10-20,0007-12-20,NA,776,0,B,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,Fresno-Kings,NA,NA,TAR,0008-10-20,NA,NA,5644,0,W,Arson,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,Tuolumne-Calaveras,NA,NA,GOLDEN,NA,NA,NA,66,0,T,Vehicle,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,Nevada-Yuba-Placer,NA,NA,80,NA,NA,NA,88,0,T,Misc,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,Madera-Mariposa,NA,NA,AVENUE 26/ROAD 19 5,NA,NA,NA,0,50,T,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,Santa Clara,NA,NA,LICK,0009-03-20,NA,NA,47760,0,B,Debris Burning,24,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,Riverside,NA,NA,COLINA SUP6,0009-10-20,0009-11-20,NA,388,0,B,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,San Diego,NA,NA,ANGEL 3,NA,NA,NA,837,0,B,Campfire,24,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,Shasta-Trinity,NA,NA,WHITMORE 3,0010-09-20,0010-09-20,NA,44,0,T,Equipment use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,San Diego,NA,NA,HARRIS 2,NA,0011-09-20,NA,90440,0,B,Human,729,NA,NA,NA,NA,NA,NA,NA,NA,0,1
2007,San Diego,NA,NA,WITCH,NA,NA,NA,197990,0,BGT,Equipment use,1735,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,San Diego,NA,NA,RICE,NA,0011-05-20,NA,9472,0,G,Misc,493,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,San Diego,NA,NA,POOMACHA,NA,0011-11-20,NA,49410,0,B,Structure,229,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,San Luis Obispo,NA,NA,GRADE,0012-03-20,0012-06-20,NA,0,97,T,Misc,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2007,NA,NA,NA,ZACA,0007-04-20,NA,NA,240207,0,N/A,Human,1,NA,NA,Santa Barbara,NA,NA,NA,NA,NA,0,0
2008,NA,San Bernardino,NA,BLUFF,NA,NA,CDF,680,NA,BG,Campfire,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Tehama-Glenn,NA,COLYEAR,0005-06-20,0005-09-20,CDF,1331,NA,B,Debris,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Fresno-Kings,NA,AVOCADO,NA,NA,CDF,1100,NA,G,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Fresno-Kings,NA,GATOS,NA,NA,CDF,331,NA,G,Misc,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Santa Clara,NA,SUMMIT,NA,NA,CDF,4270,NA,T,Unidentified,91,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Riverside,NA,JOHNSON VMP,NA,NA,CDF,424,NA,G,"Debris, veg burn",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Sonoma-Lake-Napa,NA,85,0006-05-20,0006-05-20,CDF,322,NA,G,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Sonoma-Lake-Napa,NA,PINE,0006-10-20,NA,CDF,989,NA,BG,Unidentified,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Tuolumne-Calaveras,NA,LAGRANGE,0006-10-20,0006-12-20,CDF,1346,NA,G,Equipment Use,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Madera-Mariposa,NA,41,0006-10-20,0006-11-20,CDF,3300,NA,G,Equipment Use,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Butte,NA,OPHIR,0006-10-20,0006-11-20,CDF,1600,NA,G,Unidentified,41,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Butte,NA,HUMBOLDT,0006-11-20,NA,CDF,23344,NA,G,Arson,351,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,San Mateo-Santa Cruz,NA,MARTIN FIRE,0006-11-20,NA,CDF,520,NA,TG,Campfire,14,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,San Mateo-Santa Cruz,NA,TRABING,NA,NA,CDF,630,NA,TBG,Equipment Use,87,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Mendocino,NA,ALBION RIVER LIGHTNING,NA,NA,CDF,1000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,San Benito-Monterey,NA,BROWN COMPLEX,NA,NA,CDF,3870,NA,G,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Mendocino,NA,MALLO-B LIGHTNING,NA,NA,CDF,4466,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Mendocino,NA,BRUSHY 3 LIGHTNING,NA,NA,CDF,327,NA,G,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Mendocino,NA,OSO LIGHTNING,NA,NA,CDF,373,NA,B,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Mendocino,NA,RED MOUNTAIN 1 LIGHTNING,NA,0008-01-20,CDF,7515,NA,U,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Mendocino,NA,WAGERS LIGHTNING,NA,NA,CDF,3000,NA,T,Lightning,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2008,NA,Mendocino,NA,JACK SMITH LIGHTNING,NA,NA,CDF,3000,NA,T,Lightning,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
